English (en)	Dutch (nl) Annaïs	PoS-tag (Penn Treebank)	Positive	Negative	Anger	Anticipation	Disgust	Fear	Joy	Sadness	Surprise	Trust
eminently	uitmuntend	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
emir	emir	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
emission	emissie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emit	uitzenden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
emotion	emotie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emotional	emotioneel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
emotive	emotieve	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
empathy	empathie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
emperor	keizer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emphasis	nadruk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emphasize	benadrukken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	1
emphatic	nadrukkelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
empire	rijk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
empirical	empirisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
empiricism	empirie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
employ	dienst	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
employer	werkgever	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
employment	werk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emporium	stapelplaats	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
empower	machtigen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
empress	keizerin	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
emptiness	leegte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	0
emption	voorkeursrecht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
empty	leeg	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
emulate	wedijveren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
emulsion	emulsie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enable	in staat stellen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	1
enablement	mogelijkheid	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
enact	opvoeren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
enactment	uitvoering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enamel	glazuur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
encampment	kampement	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enchant	betoveren	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
enchanted	betoverde	VBN (Verb, past participle)	1	0	0	0	0	0	1	0	0	1
enchanting	betoverend	VBG (Verb, gerund or present participle)	1	0	0	1	0	0	1	0	0	0
enchantment	betovering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
encircle	omsingelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encircling	omringende	VBG (Verb, gerund or present participle)	0	0	0	0	0	0	0	0	0	0
enclave	enclave	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
enclose	insluiten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encode	coderen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encompass	omvatten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encore	toegift	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
encounter	stuiten op	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encourage	aanmoedigen	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	1
encouragement	aanmoediging	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
encroach	binnendringen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encroachment	inbreuk	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	0	0
encrypt	versleutelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
encumbrance	last	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
encyclopedia	encyclopedie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
end	einde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
endanger	in gevaar brengen	VB (Verb, base form)	0	1	0	1	0	1	0	0	0	0
endangered	bedreigde	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
endeavor	streven	VB (Verb, base form)	1	0	0	1	0	0	0	0	0	0
ended	beëindigde	VBN (Verb, past participle)	0	0	0	0	0	0	0	0	0	0
endemic	endemisch	JJ (Adjective)	0	1	0	0	1	1	0	1	0	0
ending	einde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
endless	eindeloos	JJ (Adjective)	1	1	1	0	0	1	1	1	0	1
endocarditis	endocarditis	NN (Noun, singular or mass)	0	0	0	0	0	1	0	1	0	0
endorsement	bekrachtiging	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
endow	begiftigen	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	1
endowed	voorzien	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
endowment	schenking	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
endpapers	schutbladen	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
endpoint	eindpunt	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
endurance	uithoudingsvermogen	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
endure	verduren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
enema	klysma	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
enemy	vijand	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
energetic	energiek	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
energy	energie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enforce	afdwingen	VB (Verb, base form)	1	1	1	0	0	1	0	0	0	0
enforcement	handhaving	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
engage	bezighouden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
engaged	bezet	JJ (Adjective)	1	0	0	1	0	0	1	0	0	1
engagement	verloving	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engaging	innemend	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
engender	voortbrengen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
engine	motor	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engineer	ingenieur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engineering	bouwkunde	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engrave	graveren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
engraved	gegraveerd	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
engraver	graveur	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engraving	gravure	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
engrossed	verdiept	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
engrossing	boeiend	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
engulf	verzwelgen	VB (Verb, base form)	0	0	0	1	0	0	0	0	0	0
enhance	verbeteren	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
enigma	raadsel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enigmatic	raadselachtig	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
enjoin	bevelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
enjoy	genieten	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
enjoying	genieten van	VBG (Verb, gerund or present participle)	1	0	0	1	0	0	1	0	0	1
enlarged	uitgebreide	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
enlargement	uitbreiding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enlighten	verlichten	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	1
enlightenment	verlichting	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
enlist	aanwerven	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
enliven	verlevendigen	VB (Verb, base form)	1	0	0	0	0	0	1	0	1	1
enmity	vijandschap	NN (Noun, singular or mass)	0	1	1	0	0	1	0	1	0	0
enormity	immensiteit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enormous	enorm	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
enormously	enorm	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
enrich	verrijken	VB (Verb, base form)	1	0	0	0	0	0	0	0	0	0
enroll	inschrijven	VB (Verb, base form)	0	0	0	1	0	0	0	0	0	1
ensemble	ensemble	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
ensign	vlag	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
enslave	tot slaaf maken	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
enslaved	geknecht	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
enslavement	knechting	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
ensue	volgen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
ensure	ervoor zorgen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
entail	met zich meebrengen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
entangled	verward	JJ (Adjective)	0	1	1	0	1	1	0	1	0	0
entanglement	verstrikking	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
enter	invoeren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
enterprise	onderneming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enterprising	ondernemend	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
entertain	vermaken	VB (Verb, base form)	1	0	0	0	0	0	1	0	0	0
entertained	vermaakt	JJ (Adjective)	1	0	0	0	0	0	1	0	0	0
entertaining	onderhoudend	VBG (Verb, gerund or present participle)	1	0	0	1	0	0	1	0	0	0
entertainment	vermaak	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	1
enthusiasm	enthousiasme	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
enthusiast	liefhebber	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
entice	verleiden	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
entire	geheel	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
entirety	geheel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entitle	betitelen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
entity	entiteit	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entomology	entomologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entrails	ingewanden	NNS (Noun, plural)	0	1	0	0	1	0	0	0	0	0
entrance	Ingang	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entreat	smeken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
entree	voorgerecht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entrepreneur	ondernemer	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
entrust	toevertrouwen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	1
entry	binnenkomst	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
enumerate	opsommen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
enumeration	opsomming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
envelope	envelop	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
envious	jaloers	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
environ	omgeving	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
environment	milieu	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
environs	omgeving	NNS (Noun, plural)	0	0	0	0	0	0	0	0	0	0
envision	zich voorstellen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
envoy	gezant	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ephemeral	kortstondig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
ephemeris	efemeride	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
epic	episch	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
epidemic	epidemie	NN (Noun, singular or mass)	0	1	1	1	1	1	0	1	1	0
epidermis	opperhuid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
epilepsy	epilepsie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
epilogue	epiloog	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
episcopal	bisschoppelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	1
episode	aflevering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
episodic	episodische	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
epistle	brief	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
epitaph	grafschrift	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	0	0
epithet	epitheton	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
epitome	samenvatting	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
epoch	tijdperk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equal	Gelijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
equality	gelijkheid	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
equalization	gelijkmaking	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equalize	vereffenen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
equally	even	RB (Adverb)	1	0	0	0	0	0	0	0	0	0
equate	gelijkstellen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
equation	vergelijking	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equator	evenaar	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equatorial	equatoriaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
equestrian	ruiter	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equidistant	op gelijke afstand	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
equilibration	evenwicht	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equilibrium	evenwicht	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
equip	uitrusten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
equipment	uitrusting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equitable	billijk	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
equity	eigen vermogen	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
equivalence	gelijkwaardigheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
equivalent	gelijkwaardig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
equivocal	dubbelzinnig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
era	tijdperk	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eradicate	uitroeien	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
eradication	uitroeiing	NN (Noun, singular or mass)	0	1	1	0	1	1	0	0	0	0
erase	wissen	VB (Verb, base form)	0	1	0	0	0	1	0	0	0	0
erasure	uitwissing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ere	voor	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
erect	rechtop	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
erection	erectie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ergo	dus	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
erode	eroderen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
erosion	erosie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
erotic	erotisch	JJ (Adjective)	1	1	0	1	0	0	1	0	1	1
err	dwalen	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
errand	boodschap	NN (Noun, singular or mass)	1	0	0	1	0	0	0	0	0	1
errant	dwalend	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
erratic	grillige	JJ (Adjective)	0	1	0	0	0	0	0	0	1	0
erratum	drukfout	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
erroneous	foutief	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
error	fout	NN (Noun, singular or mass)	0	1	0	0	0	0	0	1	0	0
erst	NO TRANSLATION		0	0	0	0	0	0	0	0	0	0
erudite	erudiet	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
erupt	uitbarsten	VB (Verb, base form)	0	1	1	0	0	0	0	0	1	0
eruption	uitbarsting	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	1	0
escalade	beklimming	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
escalate	uitbreiden	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
escalator	roltrap	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
escape	ontsnappen	VB (Verb, base form)	1	1	0	1	0	1	0	0	0	0
escaped	ontsnapt	VBN (Verb, past participle)	0	0	0	0	0	1	0	0	0	0
escarpment	helling	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eschew	schuwen	VB (Verb, base form)	0	1	1	0	0	0	0	1	0	0
escort	escorte	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	1
esoteric	esoterisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
especial	speciaal	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
espionage	spionage	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
espouse	omhelzen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
esprit	geest	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
essay	opstel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
essayist	essayist	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
essence	essentie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
essential	speciaal	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
essentially	in wezen	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
establish	tot stand brengen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	1
established	gevestigd	VBN (Verb, past participle)	1	0	0	0	0	0	1	0	0	0
establishment	etablissement	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
estate	landgoed	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
esteem	achting	NN (Noun, singular or mass)	1	0	0	0	0	0	1	1	0	1
esthetic	esthetische	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
estimate	schatting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
estimation	schatting	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
estoppel	afwijzing	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
estranged	vervreemd	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
estrogen	oestrogeen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
estuary	riviermonding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
etch	etsen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
etching	ets	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eternal	eeuwig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
eternity	eeuwigheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ethanol	ethanol	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ether	ether	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
ethereal	etherisch	JJ (Adjective)	0	0	0	0	0	1	0	0	0	0
ethical	ethisch	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
ethics	ethiek	NNS (Noun, plural)	1	0	0	0	0	0	0	0	0	0
ethnography	etnografie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
etiology	etiologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
etiquette	etiquette	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
etymology	etymologie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
euchre	euchre	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eugenics	eugenetica	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eulogy	lofrede	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
euphemism	eufemisme	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
euthanasia	euthanasia	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
evacuate	evacueren	VB (Verb, base form)	0	1	0	0	0	1	0	0	0	0
evacuation	evacuatie	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
evade	ontwijken	VB (Verb, base form)	0	1	1	0	1	1	0	0	0	0
evaluate	schatten	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
evanescence	vluchtigheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	1	1	0
evangelical	evangelisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
evangelist	evangelist	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
evangelistic	evangelisch	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
evaporation	verdamping	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
evasion	ontduiking	NN (Noun, singular or mass)	0	1	0	0	0	1	0	1	0	0
eve	vooravond	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
evening	avond	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
event	evenement	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
eventful	veelbewogen	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
eventual	uiteindelijk	JJ (Adjective)	0	0	0	1	0	0	0	0	0	0
eventuality	eventualiteit	NN (Noun, singular or mass)	0	0	0	1	0	1	0	0	0	0
evergreen	groenblijvend	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
everlasting	eeuwigdurend	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
evermore	altijd	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
everyday	dagelijks	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
evict	uitzetten	VB (Verb, base form)	0	1	0	0	0	0	0	1	0	0
eviction	uitzetting	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
evidence	bewijsmateriaal	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
evident	evident	JJ (Adjective)	1	0	0	0	0	0	0	0	0	1
evil	onheil	NN (Noun, singular or mass)	0	1	1	0	1	1	0	1	0	0
evoke	oproepen	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
evolution	evolutie	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	0
evolve	evolueren	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
ewe	ooi	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
exacerbate	verscherpen	VB (Verb, base form)	0	1	0	0	0	0	0	0	0	0
exacerbation	exacerbatie	NN (Noun, singular or mass)	0	1	1	0	0	1	0	0	0	0
exacting	veeleisend	JJ (Adjective)	0	1	0	0	0	0	0	0	0	0
exaggerate	overdrijven	VB (Verb, base form)	0	1	1	0	0	0	0	0	0	0
exaggerated	overdreven	VBN (Verb, past participle)	0	1	0	0	0	0	0	0	0	0
exaggeration	overdrijving	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
exalt	verheerlijken	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	1
exaltation	verheerlijking	NN (Noun, singular or mass)	1	0	0	0	0	0	1	0	0	1
exalted	verheven	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
exam	tentamen	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
examination	examen	NN (Noun, singular or mass)	0	1	0	0	0	1	0	0	1	0
examine	onderzoeken	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
examiner	examinator	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
exasperation	ergernis	NN (Noun, singular or mass)	0	1	1	0	1	0	0	0	0	0
excavate	uitgraven	VB (Verb, base form)	0	0	0	0	0	0	0	0	0	0
excavation	uitgraving	NN (Noun, singular or mass)	0	1	0	1	0	0	0	0	1	0
excavator	graafmachine	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
exceed	overtreffen	VB (Verb, base form)	1	0	0	1	0	0	1	0	0	0
exceeding	overschrijding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excel	uitmunten	VB (Verb, base form)	1	0	0	1	0	0	1	0	1	1
excellence	uitmuntendheid	NN (Noun, singular or mass)	1	0	0	0	1	0	1	0	0	1
excellent	uitstekend	JJ (Adjective)	1	0	0	0	0	0	1	0	0	1
excepting	met uitzondering van	IN (Preposition or subordinating conjunction)	0	0	0	0	0	0	0	0	0	0
exception	uitzondering	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excerpt	uittreksel	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excess	overmaat	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
excessive	buitensporig	JJ (Adjective)	0	0	0	0	0	0	0	0	0	0
excessively	buitensporig	RB (Adverb)	0	0	0	0	0	0	0	0	0	0
exchange	uitwisseling	NN (Noun, singular or mass)	1	0	0	0	0	0	0	0	0	1
excise	accijns	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
excision	uitsnijding	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excitability	prikkelbaarheid	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excitable	prikkelbaar	JJ (Adjective)	1	0	0	0	0	0	0	0	0	0
excitation	opwinding	NN (Noun, singular or mass)	1	0	1	1	0	1	1	0	1	0
excite	prikkelen	VB (Verb, base form)	1	0	1	1	0	1	1	0	1	0
excited	opgewonden	JJ (Adjective)	1	0	0	1	0	0	1	0	1	1
excitement	opwinding	NN (Noun, singular or mass)	1	0	0	1	0	0	1	0	1	0
exciting	opwindend	VBG (Verb, gerund or present participle)	1	0	0	1	0	0	1	0	1	0
exclaim	uitroepen	VB (Verb, base form)	0	0	0	0	0	0	0	0	1	0
excluded	uitgesloten	VBN (Verb, past participle)	0	1	0	0	1	0	0	1	0	0
excluding	Exclusief	IN (Preposition or subordinating conjunction)	0	1	0	0	0	0	0	1	0	0
exclusion	uitsluiting	NN (Noun, singular or mass)	0	1	0	0	1	1	0	1	0	0
excrement	uitwerpsel	NN (Noun, singular or mass)	0	1	0	0	1	0	0	0	0	0
excretion	afscheiding	NN (Noun, singular or mass)	0	0	0	0	1	0	0	0	0	0
excruciating	ondraaglijk	JJ (Adjective)	0	1	0	0	0	1	0	0	0	0
excursion	excursie	NN (Noun, singular or mass)	0	0	0	0	0	0	0	0	0	0
excuse	excuus	NN (Noun, singular or mass)	0	1	0	0	0	0	0	0	0	0
